-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 10/14/2022 through 11/14/2023 in LST,,,,,,,
Location: Latitude  12.9764   Longitude 77.5722 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,PRECTOTCORR,T2M,WS10M,RH2M
2023,8,22,1,1.31,22.41,3.23,85.98
2023,8,22,2,0.51,21.98,2.87,88.94
2023,8,22,3,0.47,21.65,2.55,91.15
2023,8,22,4,0.47,21.42,2.65,92.19
2023,8,22,5,0.46,21.18,2.72,93.44
2023,8,22,6,0.17,21.94,3.7,88.93
2023,8,22,7,0.42,23.85,4.06,76.99
2023,8,22,8,0.09,26.36,3.43,63.7
2023,8,22,9,0.07,28.31,2.29,55.46
2023,8,22,10,0.03,29.27,1.29,51.75
2023,8,22,11,0.04,30.03,1.14,49.06
2023,8,22,12,0.23,30.41,1.56,47.43
2023,8,22,13,0.6,30.52,1.81,46.93
2023,8,22,14,1.09,30.01,1.9,48.34
2023,8,22,15,1.34,29.46,2.01,50.07
2023,8,22,16,1.07,28.72,1.99,53.42
2023,8,22,17,1.65,27.67,1.46,62.85
2023,8,22,18,2.97,26.62,1.2,72.31
2023,8,22,19,2.85,26.1,1.34,74.44
2023,8,22,20,2.84,25.56,1.41,76.61
2023,8,22,21,2.97,24.84,1.57,79.6
2023,8,22,22,3.52,24.1,1.84,82.48
2023,8,22,23,4.94,23.4,2.18,84.18
2023,8,23,0,4.76,22.71,2.31,87.23
2023,8,23,1,4.07,22.12,2.33,90.19
2023,8,23,2,2.3,21.64,2.47,92.49
2023,8,23,3,1.79,21.27,2.62,94.37
2023,8,23,4,0.9,21.11,2.6,95.23
2023,8,23,5,1.85,21.04,2.62,95.54
2023,8,23,6,2.29,21.56,3.67,92.06
2023,8,23,7,2.06,22.92,4.38,82.75
2023,8,23,8,0.04,25.08,4.07,68.79
2023,8,23,9,0.04,27.38,3.38,57.02
2023,8,23,10,0.03,29.19,2.85,50.16
2023,8,23,11,0.04,30.52,2.71,45.3
2023,8,23,12,0.05,31.32,2.56,42.25
2023,8,23,13,0.07,31.45,2.22,41.43
2023,8,23,14,0.06,30.62,2.15,43.37
2023,8,23,15,0.03,29.75,2.47,45.72
2023,8,23,16,0.02,29.06,2.37,48.59
2023,8,23,17,0.02,27.69,1.52,61.74
2023,8,23,18,0.03,26.44,1.38,70.9
2023,8,23,19,0.06,26.11,1.45,70.25
2023,8,23,20,0.08,25.67,1.68,71.63
2023,8,23,21,0.1,24.9,2.1,76.04
2023,8,23,22,0.11,24.2,2.44,77.67
2023,8,23,23,0.11,23.58,2.68,79.96
2023,8,24,0,0.12,23.02,3.1,82.71
2023,8,24,1,0.11,22.56,3.4,85.26
2023,8,24,2,0.08,22.18,3.58,87.18
2023,8,24,3,0.02,21.8,3.4,89.23
2023,8,24,4,0.01,21.46,3.45,90.97
2023,8,24,5,0.01,21.12,3.5,92.31
2023,8,24,6,0,21.69,4.14,88.03
2023,8,24,7,0,23.2,4.55,77.67
2023,8,24,8,0,25.13,4.49,66.65
2023,8,24,9,0,26.99,4.12,57.09
2023,8,24,10,0,28.53,3.96,50.3
2023,8,24,11,0,29.58,3.82,45.75
2023,8,24,12,0,30.3,3.61,42.35
2023,8,24,13,0,30.96,3.44,39.75
2023,8,24,14,0,31.65,3.48,37.17
2023,8,24,15,0,31.57,3.55,36.46
2023,8,24,16,0,30.62,3.53,38.23
2023,8,24,17,0,28.21,2.16,54.14
2023,8,24,18,0,26.27,2.26,64.53
2023,8,24,19,0,25.49,2.51,65.82
2023,8,24,20,0,24.67,2.98,68.06
2023,8,24,21,0,24.07,3.92,71.59
2023,8,24,22,0,23.24,4.72,78.29
2023,8,24,23,0,22.43,4.89,85.06
2023,8,25,0,0,21.67,4.25,90.36
2023,8,25,1,0,21.16,3.87,93.57
2023,8,25,2,0,20.92,3.71,94.76
2023,8,25,3,0,20.74,3.4,95.17
2023,8,25,4,0,20.53,3.06,95.5
2023,8,25,5,0,20.32,2.97,95.59
2023,8,25,6,0,21.1,4.01,88.34
2023,8,25,7,0,23.39,4.41,73.03
2023,8,25,8,0,26.6,4.18,56.18
2023,8,25,9,0,29.18,3.52,47.4
2023,8,25,10,0,30.86,3.16,42.99
2023,8,25,11,0,31.98,3.04,39.97
2023,8,25,12,0,32.86,2.9,37.56
2023,8,25,13,0,33.13,2.71,36.33
2023,8,25,14,0,32.86,2.59,35.88
2023,8,25,15,0,32.5,2.25,35.33
2023,8,25,16,0,31.9,1.7,35.98
2023,8,25,17,0,29.9,1.13,49.61
2023,8,25,18,0,28.01,1.22,63.39
2023,8,25,19,0,27.3,1.44,65.18
2023,8,25,20,0,26.45,1.72,68.44
2023,8,25,21,0,25.59,2.22,69.86
2023,8,25,22,0,24.9,2.88,72.88
2023,8,25,23,0,24.22,3.75,77.72
2023,8,26,0,0,23.56,4.07,82.99
2023,8,26,1,0,23.05,3.92,86.25
2023,8,26,2,0,22.75,3.75,87.55
2023,8,26,3,0,22.46,3.84,88.2
2023,8,26,4,0,22.19,3.91,88.6
2023,8,26,5,0,21.95,3.95,89.01
2023,8,26,6,0,22.47,4.26,85.4
2023,8,26,7,0,23.93,4.22,76.22
2023,8,26,8,0.78,25.79,3.95,66.28
2023,8,26,9,0.76,27.08,3.56,60.21
2023,8,26,10,0.98,27.87,3.17,56.78
2023,8,26,11,1.94,28.35,2.94,54.66
2023,8,26,12,3.06,28.41,2.86,54.05
2023,8,26,13,3.68,28.35,2.77,54.01
2023,8,26,14,3.29,28.55,2.74,53.51
2023,8,26,15,2.76,28.5,2.65,53.82
2023,8,26,16,2.11,27.51,2.56,57.51
2023,8,26,17,1.58,25.78,1.93,69.34
2023,8,26,18,2.29,24.3,2.07,78.45
2023,8,26,19,2.82,23.68,2.31,80.99
2023,8,26,20,3.72,23.06,2.21,84.65
2023,8,26,21,4.88,22.55,2.2,87.5
2023,8,26,22,6.7,22.14,2.39,89.69
2023,8,26,23,9.09,21.75,2.6,92.07
2023,8,27,0,9.59,21.39,2.67,94.35
2023,8,27,1,8.8,21.11,2.59,96.29
2023,8,27,2,6.01,21.07,2.69,96.68
2023,8,27,3,3.15,20.95,2.55,97
2023,8,27,4,1.64,20.78,2.11,97.23
2023,8,27,5,0.85,20.6,1.97,97.4
2023,8,27,6,0.35,21.31,3.33,92.54
2023,8,27,7,0.05,23.25,3.97,80.26
2023,8,27,8,0.72,26.39,4.08,61.84
2023,8,27,9,1.44,28.94,3.95,50.54
2023,8,27,10,3.47,30.3,3.76,45.33
2023,8,27,11,7.5,30.75,3.43,43.62
2023,8,27,12,18.42,30.63,3.1,43.97
2023,8,27,13,27.69,30.13,2.83,45.89
2023,8,27,14,17.65,29.59,2.6,47.8
2023,8,27,15,2.71,29.23,2.52,48.76
2023,8,27,16,0.3,28.61,2.1,53.36
2023,8,27,17,0.11,27.15,1.79,67.6
2023,8,27,18,0.07,25.81,1.89,75.07
2023,8,27,19,0.04,25.26,2.14,74.93
2023,8,27,20,0.03,24.63,2.42,75.21
2023,8,27,21,0.04,24.05,2.73,75.78
2023,8,27,22,0.04,23.41,2.85,78.05
2023,8,27,23,0.13,22.76,2.79,81.3
2023,8,28,0,0.35,22.19,2.8,84.31
2023,8,28,1,1.7,21.6,2.65,87.89
2023,8,28,2,0.8,21.16,2.76,90.59
2023,8,28,3,0.5,20.82,2.88,92.74
2023,8,28,4,0.44,20.43,2.73,94.9
2023,8,28,5,0.44,20.12,2.75,96.37
2023,8,28,6,0.23,21.02,4.25,90.21
2023,8,28,7,0.11,23.12,5.05,75.03
2023,8,28,8,0,26.09,5.29,55.58
2023,8,28,9,0,28.3,5.04,45.45
2023,8,28,10,0,29.75,4.78,41.14
2023,8,28,11,0,31.12,4.59,37.68
2023,8,28,12,0,32.36,4.41,34.97
2023,8,28,13,0,33.27,4.25,33.25
2023,8,28,14,0,33.04,4.12,33.39
2023,8,28,15,0,31.73,3.98,36.4
2023,8,28,16,0,30.23,3.07,44.14
2023,8,28,17,0,28.11,2.28,58.89
2023,8,28,18,0,26.72,2.28,65.06
2023,8,28,19,0,25.86,2.37,68.26
2023,8,28,20,0,25.14,2.94,70.8
2023,8,28,21,0,24.46,3.21,75.11
2023,8,28,22,0,23.91,3.37,79.02
2023,8,28,23,0,23.38,3.85,82.24
2023,8,29,0,0,22.76,3.96,85.57
2023,8,29,1,0,22.12,4.16,88.42
2023,8,29,2,0,21.55,4.65,89.82
2023,8,29,3,0,21.05,4.41,91.22
2023,8,29,4,0,20.65,4.29,91.51
2023,8,29,5,0,20.3,4.01,91.43
2023,8,29,6,0,21.13,4.51,85.21
2023,8,29,7,0,23.63,5.21,67.93
2023,8,29,8,0,26.5,5.64,52.87
2023,8,29,9,0,28.96,5.52,44.38
2023,8,29,10,0.01,30.81,5.13,40.05
2023,8,29,11,0.03,32.24,4.72,37.46
2023,8,29,12,0.11,32.47,4.27,37.26
2023,8,29,13,0.28,32.29,3.89,37.9
2023,8,29,14,0.32,32.05,3.78,38.46
2023,8,29,15,0.34,31.57,3.64,39.51
2023,8,29,16,0.57,30.47,3.3,43.01
2023,8,29,17,1,28.5,2.11,55.64
2023,8,29,18,1.14,26.83,1.57,69.97
2023,8,29,19,1.04,26.09,1.42,73
2023,8,29,20,1.08,25.31,1.6,72.53
2023,8,29,21,1.23,24.52,1.89,74.38
2023,8,29,22,1.35,23.82,2.03,78.35
2023,8,29,23,1.5,23.11,2,83.43
2023,8,30,0,1.43,22.44,2.39,86.62
2023,8,30,1,1.56,21.76,2.8,90.04
2023,8,30,2,2.29,21.31,3.48,92.74
2023,8,30,3,3.36,21.02,3.57,94.76
2023,8,30,4,5.66,20.84,3.45,95.68
2023,8,30,5,10.01,20.7,3.59,95.86
2023,8,30,6,12.5,21.32,5.03,92.18
2023,8,30,7,13.09,23.25,6.4,80.3
2023,8,30,8,15.15,26.1,6.65,64.31
2023,8,30,9,12.08,28.64,6.32,53.05
2023,8,30,10,8.74,30.68,5.97,45.14
2023,8,30,11,6.78,32.26,5.61,39.52
2023,8,30,12,5.8,33.3,5.32,36.04
2023,8,30,13,4.71,33.67,4.99,34.41
2023,8,30,14,3.75,33.35,4.74,34.45
2023,8,30,15,3.26,32.19,4.4,36.93
2023,8,30,16,2.92,30.73,3.62,42.75
2023,8,30,17,3.64,28.27,2.27,60.42
2023,8,30,18,4.78,26.66,1.83,72.43
2023,8,30,19,5.58,25.92,1.38,78.44
2023,8,30,20,5.09,25.33,0.99,81.02
2023,8,30,21,3.96,24.64,0.99,83.74
2023,8,30,22,3.14,23.74,1.54,86.79
2023,8,30,23,2.53,23.08,2.39,86.17
2023,8,31,0,1.6,22.51,3.46,86.85
2023,8,31,1,1.04,21.95,4.04,89.17
2023,8,31,2,0.5,21.62,3.56,91.16
2023,8,31,3,0.13,21.53,3.27,92.07
2023,8,31,4,0.06,21.46,3.28,92.59
2023,8,31,5,0.08,21.43,3.13,92.8
2023,8,31,6,0.04,21.83,3.62,90.47
2023,8,31,7,0.57,22.91,4.57,83.6
2023,8,31,8,8.74,24.43,4.91,74
2023,8,31,9,7.25,25.96,4.63,65.75
2023,8,31,10,8.95,27.26,3.99,60.16
2023,8,31,11,16.62,27.83,3.23,57.76
2023,8,31,12,21.63,27.87,2.58,57.73
2023,8,31,13,23.91,27.71,2.09,58.88
2023,8,31,14,19.87,27.27,1.83,61.51
2023,8,31,15,22.68,26.66,1.6,65.32
2023,8,31,16,25.94,25.97,1.15,72.28
2023,8,31,17,30.18,25.37,0.95,75.47
2023,8,31,18,32.19,24.84,0.57,78.35
2023,8,31,19,41.38,24.47,0.24,80.52
2023,8,31,20,56.77,24.08,0.24,83.34
2023,8,31,21,75.5,23.63,0.66,84.52
2023,8,31,22,95.7,22.85,1.06,90.5
2023,8,31,23,104.89,22.39,1.2,93.42
2023,9,1,0,96.94,22.16,1.08,94.88
2023,9,1,1,78.57,22.02,0.85,95.83
2023,9,1,2,57.29,21.94,0.55,97.24
2023,9,1,3,39.38,21.91,0.47,97.53
2023,9,1,4,26.86,21.82,0.59,96.95
2023,9,1,5,18.07,21.77,0.85,97.47
2023,9,1,6,12.27,22.26,1.72,95
2023,9,1,7,8.89,22.9,2.74,91.83
2023,9,1,8,12.88,23.75,3.35,87.25
2023,9,1,9,12.16,24.73,3.02,81.39
2023,9,1,10,10.95,25.72,2.34,76.01
2023,9,1,11,9.65,26.78,1.79,70.77
2023,9,1,12,7.61,27.7,1.81,66.32
2023,9,1,13,5.58,28.13,2.37,63.74
2023,9,1,14,3.49,28.25,2.82,62.66
2023,9,1,15,1.95,27.6,3.04,65.18
2023,9,1,16,2.63,26.68,3.09,69.48
2023,9,1,17,2.59,25.21,2.34,79.17
2023,9,1,18,3.59,23.69,1.99,89.19
2023,9,1,19,5.47,23.21,2.06,90.83
2023,9,1,20,6.13,22.89,2.14,91.95
2023,9,1,21,6.03,22.54,2.35,93
2023,9,1,22,7.29,22.17,2.61,94.08
2023,9,1,23,8.64,21.87,3.02,94.87
2023,9,2,0,8.49,21.63,3.2,95.85
2023,9,2,1,8.36,21.51,3.38,96.42
2023,9,2,2,8.31,21.42,3.43,96.67
2023,9,2,3,8.58,21.34,3.41,96.75
2023,9,2,4,7.29,21.27,3.32,96.69
2023,9,2,5,6.81,21.18,3.3,96.61
2023,9,2,6,4.01,21.51,4.2,94.47
2023,9,2,7,2.98,21.9,5.25,90.47
2023,9,2,8,9.71,22.59,5.8,84.89
2023,9,2,9,15.58,23.49,6.23,78.89
2023,9,2,10,18.27,24.31,6.38,73.72
2023,9,2,11,16.88,25.19,6.33,69.39
2023,9,2,12,14.92,25.94,6.08,66.38
2023,9,2,13,10.65,26.77,5.67,63.36
2023,9,2,14,8.19,27.12,5.12,61.75
2023,9,2,15,5.67,26.9,4.61,62.35
2023,9,2,16,6.74,26.16,3.88,66.04
2023,9,2,17,12.05,24.65,2.33,78.89
2023,9,2,18,19.46,23.3,2.1,86.82
2023,9,2,19,23.66,22.81,2.14,88.66
2023,9,2,20,29.89,22.4,2.28,89.99
2023,9,2,21,24.91,21.98,2.45,91.43
2023,9,2,22,26.96,21.59,2.83,92.72
2023,9,2,23,22.24,21.21,3.25,94.23
2023,9,3,0,14.51,20.87,3.39,95.86
2023,9,3,1,12.21,20.69,3.55,96.52
2023,9,3,2,9.42,20.55,3.49,96.65
2023,9,3,3,8.64,20.4,3.39,96.76
2023,9,3,4,6.42,20.27,3.38,96.72
2023,9,3,5,2.94,20.11,3.55,96.75
2023,9,3,6,1.73,20.26,4.2,95.24
2023,9,3,7,0.64,20.74,4.86,90.69
2023,9,3,8,0.66,21.86,5.34,81.6
2023,9,3,9,2.8,23.6,5.57,71.53
2023,9,3,10,2.85,25.37,5.6,64.4
2023,9,3,11,1.21,26.92,5.56,59.2
2023,9,3,12,0.63,27.72,5.58,56.43
2023,9,3,13,0.44,27.8,5.49,55.79
2023,9,3,14,0.14,27.53,5.21,55.93
2023,9,3,15,0.06,27.18,4.94,56.24
2023,9,3,16,0.05,26.4,4.23,59.39
2023,9,3,17,0.03,24.79,2.54,72.01
2023,9,3,18,0.03,23.29,2.29,80.13
2023,9,3,19,0.05,22.71,2.45,81.1
2023,9,3,20,0.1,22.06,2.54,82.9
2023,9,3,21,0.36,21.61,2.55,85.04
2023,9,3,22,0.84,21.23,2.82,87
2023,9,3,23,2.31,20.89,3.25,89.45
2023,9,4,0,4.72,20.57,3.51,92.35
2023,9,4,1,6.3,20.38,3.81,94.37
2023,9,4,2,5.32,20.26,4.9,94.86
2023,9,4,3,1.85,19.96,5.15,95.37
2023,9,4,4,0.71,19.53,5.56,95
2023,9,4,5,0.65,19.11,5.77,94.68
2023,9,4,6,1.45,19.14,6.52,92.18
2023,9,4,7,1.82,20,7.77,85.53
2023,9,4,8,0.09,21.9,8.77,75.57
2023,9,4,9,0.12,24.05,9.37,65.46
2023,9,4,10,0.12,25.58,9.21,59.27
2023,9,4,11,0.06,26.63,8.92,55.85
2023,9,4,12,0.1,27.07,8.65,54.81
2023,9,4,13,0.25,26.85,8.32,55.8
2023,9,4,14,0.47,26.23,8.12,57.86
2023,9,4,15,0.63,25.25,7.84,61.01
2023,9,4,16,0.99,24.06,7.23,65.55
2023,9,4,17,1.6,22.62,5.62,72.97
2023,9,4,18,1.99,21.42,4.44,80.27
2023,9,4,19,2.14,20.84,4.32,83.69
2023,9,4,20,2.46,20.42,4.25,86.23
2023,9,4,21,2.51,20.13,4.12,88.3
2023,9,4,22,2.22,19.92,3.88,89.95
2023,9,4,23,1.57,19.76,3.61,91.26
2023,9,5,0,0.69,19.61,3.27,92.12
2023,9,5,1,0.18,19.44,3.46,92.07
2023,9,5,2,0.03,19.21,3.92,91.99
2023,9,5,3,0.02,18.89,4.4,92.46
2023,9,5,4,0.02,18.71,5.1,91.53
2023,9,5,5,0.03,18.53,5.14,91.14
2023,9,5,6,0.02,19.33,5.68,87.16
2023,9,5,7,0.03,21.83,6.35,76.2
2023,9,5,8,1.59,24.68,7.4,65.15
2023,9,5,9,1.98,26.87,8.01,58.42
2023,9,5,10,3.48,28.48,8.17,53.95
2023,9,5,11,6.1,29.49,8.13,51.53
2023,9,5,12,7.3,29.77,7.9,51.2
2023,9,5,13,6.67,29.39,7.41,52.84
2023,9,5,14,7.45,28.3,6.76,57.13
2023,9,5,15,9.25,26.69,5.93,64.58
2023,9,5,16,12.32,25.11,4.91,74.15
2023,9,5,17,15.75,23.7,3.59,84.18
2023,9,5,18,16.45,22.85,2.94,90.69
2023,9,5,19,16.6,22.51,2.84,93.39
2023,9,5,20,18.94,22.32,3.29,94.33
2023,9,5,21,21.54,22.03,3.97,94.69
2023,9,5,22,21.91,21.53,4.87,94.2
2023,9,5,23,22.7,20.95,5.5,94.2
2023,9,6,0,21.53,20.52,5.23,95.3
2023,9,6,1,17.01,20.28,5.01,95.64
2023,9,6,2,11.29,20.12,4.68,95.77
2023,9,6,3,5.92,19.99,4.32,95.81
2023,9,6,4,1.88,19.87,4.19,95.93
2023,9,6,5,0.14,19.76,4.13,96
2023,9,6,6,0.06,20.12,4.33,94.38
2023,9,6,7,0.01,21.11,5.45,88.65
2023,9,6,8,0.05,22.82,5.98,78.99
2023,9,6,9,0.28,24.64,6.07,69.87
2023,9,6,10,0.57,25.95,5.9,64.36
2023,9,6,11,1.29,26.87,5.7,60.8
2023,9,6,12,2.3,27.59,5.48,57.99
2023,9,6,13,3.41,28.02,5.31,56.19
2023,9,6,14,3.91,27.8,4.99,56.84
2023,9,6,15,4.06,27.18,4.58,59.25
2023,9,6,16,3.57,26.22,3.82,64.88
2023,9,6,17,2.65,24.61,2.35,77.81
2023,9,6,18,1.88,23.19,2.51,84.61
2023,9,6,19,1.73,22.73,3.61,84.89
2023,9,6,20,1.53,22.18,4.35,86.82
2023,9,6,21,0.79,21.4,4.27,90.94
2023,9,6,22,0.19,20.69,4.14,94.34
2023,9,6,23,0.02,20.28,4.09,95.9
2023,9,7,0,0.01,20.02,3.94,96.64
2023,9,7,1,0.01,19.87,3.78,96.78
2023,9,7,2,0.01,19.74,3.78,96.9
2023,9,7,3,0.01,19.63,3.95,96.92
2023,9,7,4,0.01,19.54,4.27,96.67
2023,9,7,5,0.01,19.46,4.78,95.55
2023,9,7,6,0,20.07,5.29,91.83
2023,9,7,7,0,21.71,5.89,82.37
2023,9,7,8,0.01,23.91,6.62,69.72
2023,9,7,9,0.02,25.87,7.01,60.27
2023,9,7,10,0.11,27.34,6.95,54.45
2023,9,7,11,0.98,28.26,6.76,51.37
2023,9,7,12,4.71,28.79,6.59,49.77
2023,9,7,13,6.99,28.92,6.49,49.4
2023,9,7,14,5.33,28.4,6.52,51.18
2023,9,7,15,4.99,27.46,6.45,54.9
2023,9,7,16,7.19,26.04,5.78,62.11
2023,9,7,17,9.06,24.25,4.63,73.48
2023,9,7,18,4.82,22.91,4.73,80.91
2023,9,7,19,3.79,22.17,5.42,84.54
2023,9,7,20,3.04,21.54,5.78,87.82
2023,9,7,21,2.69,20.89,5.02,91.92
2023,9,7,22,1.54,20.38,4.52,94.86
2023,9,7,23,0.8,20.14,4.57,95.72
2023,9,8,0,0.66,19.99,4.68,96.04
2023,9,8,1,0.74,19.91,4.67,96.18
2023,9,8,2,0.46,19.86,4.84,96.3
2023,9,8,3,0.24,19.85,5.29,96.34
2023,9,8,4,0.24,19.79,5.14,96.47
2023,9,8,5,0.24,19.72,5.01,96.57
2023,9,8,6,0.1,20.2,5.36,94.53
2023,9,8,7,0.01,21.49,6.97,87.4
2023,9,8,8,0,23.39,7.78,74.14
2023,9,8,9,0,25.51,7.88,62.21
2023,9,8,10,0,27.6,7.68,54.02
2023,9,8,11,0.04,28.81,7.41,49.77
2023,9,8,12,0.27,29.26,7.35,48.47
2023,9,8,13,0.84,29.32,7.37,48.71
2023,9,8,14,0.74,28.95,7.36,49.94
2023,9,8,15,0.64,27.94,6.98,53.5
2023,9,8,16,0.64,26.82,6.3,58.74
2023,9,8,17,0.59,25.2,4.8,67.75
2023,9,8,18,0.54,23.78,4.48,75.48
2023,9,8,19,0.24,23.2,4.87,79.04
2023,9,8,20,0.07,22.47,4.33,84.16
2023,9,8,21,0.03,21.79,4.06,88.94
2023,9,8,22,0.07,21.12,3.89,93.32
2023,9,8,23,0.1,20.9,4.42,94.54
2023,9,9,0,0.11,20.74,4.73,94.69
2023,9,9,1,0.15,20.53,4.8,94.65
2023,9,9,2,0.14,20.3,4.81,94.74
2023,9,9,3,0.11,20.09,4.72,95.04
2023,9,9,4,0.09,19.82,4.31,96.05
2023,9,9,5,0.08,19.69,3.92,96.76
2023,9,9,6,0.05,20.49,4.85,92.57
2023,9,9,7,0.01,22.38,6.2,81.49
2023,9,9,8,0,24.59,7.31,67.36
2023,9,9,9,0,26.2,7.74,59.28
2023,9,9,10,0.01,27.32,7.72,54.9
2023,9,9,11,0.09,28.02,7.54,52.5
2023,9,9,12,0.48,28.39,7.31,51.44
2023,9,9,13,1.21,28.45,6.9,51.51
2023,9,9,14,1.96,28.17,6.49,52.82
2023,9,9,15,1.85,27.73,6.24,54.81
2023,9,9,16,1.04,26.78,5.52,59.6
2023,9,9,17,0.95,24.97,4.11,69.75
2023,9,9,18,1.83,23.51,3.61,77.44
2023,9,9,19,2.22,22.82,3.3,81.8
2023,9,9,20,2.34,22.44,3.42,84.73
2023,9,9,21,2.12,22.07,3.99,87.79
2023,9,9,22,1.35,21.65,4.49,91.85
2023,9,9,23,1.32,21.27,4.64,95.22
2023,9,10,0,1,21.14,4.73,96.14
2023,9,10,1,0.99,21.04,4.86,96.3
2023,9,10,2,0.91,20.93,4.79,96.36
2023,9,10,3,0.76,20.87,5.12,96
2023,9,10,4,0.59,20.76,4.95,96.04
2023,9,10,5,0.47,20.65,4.7,96.03
2023,9,10,6,0.3,20.91,4.97,94.47
2023,9,10,7,0.01,21.73,5.82,89.8
2023,9,10,8,0,23.19,6.78,80.28
2023,9,10,9,0,24.94,7.05,69.06
2023,9,10,10,0,26.53,7.12,60.15
2023,9,10,11,0.02,27.79,6.91,54.15
2023,9,10,12,0.08,28.61,6.73,50.62
2023,9,10,13,0.17,28.96,6.6,49.05
2023,9,10,14,0.08,28.98,6.46,48.53
2023,9,10,15,0.06,28.65,6.11,49.42
2023,9,10,16,0.15,27.63,4.89,54.27
2023,9,10,17,0.35,25.56,2.75,68.84
2023,9,10,18,0.49,24.07,2.48,77.66
2023,9,10,19,0.48,23.49,2.62,80.98
2023,9,10,20,0.59,23.03,2.88,84.66
2023,9,10,21,0.75,22.55,3.18,88.7
2023,9,10,22,1.23,22.13,3.56,91.48
2023,9,10,23,1.12,21.78,3.8,92.91
2023,9,11,0,0.53,21.38,3.7,94.46
2023,9,11,1,0.06,21.1,3.8,95.4
2023,9,11,2,0.05,20.89,3.91,96.01
2023,9,11,3,0.05,20.71,3.98,96.36
2023,9,11,4,0.04,20.57,4.03,96.46
2023,9,11,5,0.04,20.45,4.09,96.55
2023,9,11,6,0.02,20.77,4.77,94.78
2023,9,11,7,0.04,22.03,5.91,88.79
2023,9,11,8,0.05,24.17,7.2,76.04
2023,9,11,9,0.07,26.15,7.55,64.69
2023,9,11,10,0.09,27.66,7.4,57.88
2023,9,11,11,0.13,28.59,7.3,54.05
2023,9,11,12,0.18,28.98,7.18,52.43
2023,9,11,13,0.23,28.83,6.95,52.59
2023,9,11,14,0.27,27.98,6.75,55.16
2023,9,11,15,0.38,26.51,6.52,60.68
2023,9,11,16,0.53,25.17,5.96,67.07
2023,9,11,17,0.68,23.95,4.51,74.56
2023,9,11,18,0.94,22.84,3.62,81.86
2023,9,11,19,1.21,22.12,3.36,87.22
2023,9,11,20,1.32,21.66,3.64,90.61
2023,9,11,21,1.2,21.25,4.16,93.16
2023,9,11,22,1.08,20.76,4.57,95.34
2023,9,11,23,0.99,20.33,4.92,95.6
2023,9,12,0,1.05,19.86,5,95.66
2023,9,12,1,1.16,19.51,4.86,95.58
2023,9,12,2,1.12,19.3,4.91,95.64
2023,9,12,3,1.16,19.18,4.91,95.71
2023,9,12,4,1.11,19.09,4.56,95.84
2023,9,12,5,0.84,19,4.27,96.11
2023,9,12,6,0.48,19.68,5.04,93.38
2023,9,12,7,0.34,21.93,6.59,83.78
2023,9,12,8,0.92,24.88,7.56,70.28
2023,9,12,9,0.67,27.15,7.47,60.19
2023,9,12,10,0.84,28.79,7,54.28
2023,9,12,11,0.82,30.01,6.62,50.34
2023,9,12,12,0.78,30.86,6.27,47.54
2023,9,12,13,0.74,31.06,5.97,46.61
2023,9,12,14,0.86,30.14,5.73,49.44
2023,9,12,15,1.12,28.66,5.52,54.92
2023,9,12,16,1.32,27.07,5.03,62.23
2023,9,12,17,1.29,25.32,3.71,72.37
2023,9,12,18,1.03,23.96,3,80.51
2023,9,12,19,1.14,23.36,3.47,82.8
2023,9,12,20,0.84,22.91,4.07,83.38
2023,9,12,21,0.69,22.23,3.72,86.01
2023,9,12,22,0.4,21.56,3.85,88.73
2023,9,12,23,0.17,20.87,4.09,91.82
2023,9,13,0,0.08,20.34,4.2,94.56
2023,9,13,1,0.06,20.14,4.38,95.72
2023,9,13,2,0.06,20.03,4.26,96.21
2023,9,13,3,0.05,19.92,4.08,96.6
2023,9,13,4,0.05,19.76,3.89,97.15
2023,9,13,5,0.05,19.59,3.69,97.66
2023,9,13,6,0.03,20.42,4.78,93.07
2023,9,13,7,0.01,22.53,6.35,79.89
2023,9,13,8,0.09,25.34,7.12,63.25
2023,9,13,9,0.28,27.76,7.44,52.04
2023,9,13,10,0.82,29.66,7.48,45.57
2023,9,13,11,1.69,31.07,7.42,41.89
2023,9,13,12,4.24,31.91,7.29,40.14
2023,9,13,13,7.85,31.99,7.14,39.98
2023,9,13,14,7.24,31.07,7.11,42.39
2023,9,13,15,5.81,29.82,7.11,46.11
2023,9,13,16,6.96,28.37,6.76,51.18
2023,9,13,17,12.17,26.26,5.66,59.77
2023,9,13,18,19.8,24.34,5.49,68.15
2023,9,13,19,17.92,23,5.57,74.93
2023,9,13,20,12.92,21.78,4.7,82.57
2023,9,13,21,5.74,21,4.15,87.93
2023,9,13,22,2.76,20.56,4.16,91.58
2023,9,13,23,1.03,20.22,4.06,94.99
